X,Y
1.3862943611198906,0.35340995314633866
2.0794415416798357,0.6186626689987778
2.4849066497880004,0.7388994180236826
2.772588722239781,0.806206560410602
2.995732273553991,0.8517729946595411
3.1780538303479458,0.9021200693147969
3.332204510175204,0.9644253866886687
3.4657359027997265,1.0331196130063678
3.58351893845611,1.0930203610149927
3.6888794541139363,1.136167395348967
3.784189633918261,1.1659678533861346
3.871201010907891,1.1882859352797763
3.9512437185814275,1.2069535320552385
4.02535169073515,1.2238727065476667
4.0943445622221,1.2399956908186054
4.1588830833596715,1.2559616672365688
4.219507705176107,1.272312431891724
4.276666119016055,1.2894766878222097
4.330733340286331,1.30771004605872
4.382026634673881,1.3270750157600038
4.430816798843313,1.3474549102439481
4.477336814478207,1.3685794391084722
4.5217885770490405,1.3900620284511702
4.564348191467836,1.4114556546759693
4.605170185988092,1.4323190627732403
4.6443908991413725,1.4522751896048731
4.68213122712422,1.4710481759379652
4.718498871295094,1.4884754599182304
4.7535901911063645,1.5044988087899114
4.787491742782046,1.5191420127657813
4.820281565605037,1.5324842866677495
4.852030263919617,1.5446362646938672
4.882801922586371,1.5557216792952266
4.912654885736052,1.565864854484456
4.941642422609304,1.575182974882088
4.969813299576001,1.583781939739327
4.997212273764115,1.5917547821871356
5.0238805208462765,1.5991818294891795
5.049856007249537,1.6061319088326738
5.075173815233827,1.6126640548334714
5.099866427824199,1.6188292951149066
5.123963979403259,1.6246722354725418
5.147494476813453,1.6302323214904333
5.170483995038151,1.6355447529981868
5.19295685089021,1.6406411198597703
5.214935757608986,1.645549847225225
5.236441962829949,1.6502965320574456
5.2574953720277815,1.6549042222753922
5.278114659230517,1.6593936710320438
5.298317366548036,1.6637835907890506
5.318119993844216,1.668090926327867
5.337538079701318,1.672331163599739
5.356586274672012,1.676518678091877
5.375278407684165,1.680667108378978
5.393627546352362,1.6847897257643947
5.4116460518550396,1.6888997639037808
5.429345628954441,1.69301067836254
5.44673737166631,1.6971363147334388
5.4638318050256105,1.701290974189867
5.480638923341991,1.7054893736017818
5.497168225293202,1.7097465031254213
5.5134287461649825,1.7140773797879527
5.529429087511423,1.7184967104147413
5.545177444479562,1.723018470234883
5.560681631015528,1.7276554201183074
5.575949103146316,1.7324185946179689
5.5909869805108565,1.737316802586151
5.605802066295998,1.7423561893983106
5.62040086571715,1.7475399136787653
5.634789603169249,1.752867978912772
5.648974238161206,1.7583372492756675
5.662960480135946,1.763941658304896
5.676753802268282,1.7696725883398012
5.69035945432406,1.7755193821863766
5.703782474656201,1.7814699198063981
5.717027701406222,1.7875111928394054
5.730099782973574,1.7936298088870417
5.7430031878094825,1.7998123733339342
5.755742213586912,1.8060457237529852
5.768320995793772,1.8123170175301928
5.780743515792329,1.8186137071257553
5.793013608384144,1.824923449396239
5.805134968916488,1.8312340094470236
5.817111159963204,1.8375332046234998
5.8289456176102075,1.843808925629642
5.840641657373398,1.850049240238563
5.8522024797744745,1.856242564189119
5.863631175598097,1.862377867928427
5.87493073085203,1.8684448851748543
5.886104031450156,1.874434286705259
5.8971538676367405,1.8803377973493849
5.908082938168931,1.8861482474425069
5.918893854273146,1.8918595682691304
5.929589143389895,1.8974667448566962
5.940171252720432,1.9029657482691107
5.950642552587727,1.9083534634444743
5.961005339623274,1.913627627474892
5.971261839790462,1.91878677921143
5.981414211254481,1.9238302219664662
5.991464547107982,1.9287579910883068
6.0014148779611505,1.9335708195750374
6.0112671744041615,1.9382700963512491
6.021023349349527,1.9428578108172432
6.030685260261263,1.9473364821220551
6.040254711277414,1.9517090736176288
6.049733455231958,1.9559788948307402
6.059123195581797,1.9601494954445269
6.068425588244111,1.964224555713781
6.077642243349034,1.9682077796949458
6.0867747269123065,1.9721027962559163
6.095824562432225,1.9759130727192533
6.104793232414985,1.9796418449627609
6.113682179832232,1.983292066265734
6.1224928095143865,1.9868663758354415
6.131226489483141,1.9903670862394582
6.139884552226255,1.9937961889965152
6.148468295917647,1.9971553738731052
6.156978985585555,2.0004460601272807
6.16541785423142,2.003669435955409
6.173786103901937,2.0068265026085825
6.182084906716632,2.009918120174976
6.1903154058531475,2.012945052603126
6.198478716492308,2.015908010031765
6.206575926724928,2.0188076867053324
6.214608098422191,2.0216447945274036
6.222576268071369,2.0244200910033197
6.230481447578482,2.0271344014280075
6.238324625039508,2.0297886361959674
6.246106765481563,2.0323838028715966
6.253828811575473,2.034921013927369
6.261491684321042,2.0374014897186625
6.269096283706261,2.03982655814897
6.2766434893416445,2.0421976506382387
6.284134161070802,2.0445162955820635
6.29156913955832,2.0467841093644
6.298949246855942,2.0490027852603894
6.306275286948016,2.051174081019791
6.313548046277095,2.053299805460356
6.320768294250582,2.0553818046327645
6.327936783729195,2.05742194712202
